,Dates,Category,Descript,DayOfWeek,PdDistrict,Resolution,Address,X,Y
446831,2009-01-25 08:00:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Sunday,CENTRAL,NONE,900 Block of SANSOME ST,-122.402258143298,37.7989237331944
485312,2008-07-11 23:10:00,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Friday,TENDERLOIN,"ARREST, CITED",ELLIS ST / JONES ST,-122.412784096502,37.78486569395261
801284,2004-01-19 00:40:00,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Monday,MISSION,NONE,4700 Block of 18TH ST,-122.443946644488,37.7599446245821
174546,2013-01-22 20:00:00,PROSTITUTION,LOITERING FOR PURPOSE OF PROSTITUTION,Tuesday,MISSION,"ARREST, CITED",19TH ST / SHOTWELL ST,-122.415929849548,37.7604330003754
295972,2011-04-22 01:00:00,VANDALISM,"MALICIOUS MISCHIEF, BREAKING WINDOWS",Friday,PARK,"ARREST, BOOKED",1700 Block of HAIGHT ST,-122.451288061231,37.7693967099165
439464,2009-03-06 16:15:00,NON-CRIMINAL,LOST PROPERTY,Friday,CENTRAL,NONE,300 Block of PINE ST,-122.40129641674,37.792006314263894
614327,2006-08-25 01:00:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,NORTHERN,NONE,POLK ST / TURK ST,-122.418996371999,37.7821689138292
191804,2012-10-29 00:20:00,ASSAULT,ASSAULT ON A POLICE OFFICER WITH A DEADLY WEAPON,Monday,SOUTHERN,NONE,3RD ST / KING ST,-122.391845617192,37.778124778322
789716,2004-03-07 08:00:00,NON-CRIMINAL,LOST PROPERTY,Sunday,MISSION,NONE,22ND ST / VALENCIA ST,-122.420966200667,37.7552939346682
55062,2014-08-21 10:30:00,LARCENY/THEFT,GRAND THEFT OF PROPERTY,Thursday,TENDERLOIN,NONE,500 Block of ELLIS ST,-122.415414178631,37.784476659022005
46234,2014-10-02 07:55:00,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Thursday,TENDERLOIN,"ARREST, BOOKED",100 Block of HYDE ST,-122.415669661443,37.7821198488931
305462,2011-02-26 23:15:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,MISSION,NONE,FLORIDA ST / 24TH ST,-122.410067981387,37.752737880572
582984,2007-02-09 23:30:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Friday,CENTRAL,NONE,1000 Block of SUTTER ST,-122.417650682357,37.788015847733895
660957,2005-12-29 13:21:00,OTHER OFFENSES,CONSPIRACY,Thursday,MISSION,"ARREST, BOOKED",16TH ST / MISSION ST,-122.419671780303,37.7650501214714
812152,2003-11-14 22:00:00,ASSAULT,INFLICT INJURY ON COHABITEE,Friday,NORTHERN,"ARREST, BOOKED",700 Block of WEBSTER ST,-122.429918677577,37.7774431475107
782865,2004-04-13 16:40:00,OTHER OFFENSES,TRAFFIC VIOLATION,Tuesday,TENDERLOIN,"ARREST, CITED",MARKET ST / 8TH ST,-122.41474383539,37.7787192627661
862963,2003-03-17 20:00:00,BURGLARY,"BURGLARY OF STORE, ATTEMPTED FORCIBLE ENTRY",Monday,NORTHERN,UNFOUNDED,400 Block of HAYES ST,-122.42377164009,37.7768378928452
460793,2008-11-13 03:08:00,VANDALISM,"MALICIOUS MISCHIEF, BREAKING WINDOWS",Thursday,SOUTHERN,NONE,300 Block of HOWARD ST,-122.39467312504101,37.7895349198995
83854,2014-04-03 00:01:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,CENTRAL,NONE,800 Block of PINE ST,-122.409804474418,37.79092861159771
529783,2007-11-17 16:15:00,OTHER OFFENSES,RESISTING ARREST,Saturday,PARK,"ARREST, BOOKED",600 Block of ASHBURY ST,-122.44690586002301,37.769523314641
853372,2003-05-01 00:01:00,EMBEZZLEMENT,"EMBEZZLEMENT, GRAND THEFT",Thursday,MISSION,NONE,1300 Block of SOUTH VAN NESS AV,-122.416254017272,37.7515522899856
53857,2014-08-23 22:41:00,WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Saturday,MISSION,"ARREST, BOOKED",VALENCIA ST / 17TH ST,-122.421733767763,37.7632996945938
143237,2013-06-24 12:51:00,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Monday,TENDERLOIN,"ARREST, BOOKED",400 Block of OFARRELL ST,-122.412569415086,37.7858955061569
660858,2005-12-29 17:00:00,MISSING PERSON,FOUND PERSON,Thursday,INGLESIDE,NONE,3100 Block of FOLSOM ST,-122.413550054783,37.747706695535996
656154,2006-01-24 08:00:00,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Tuesday,RICHMOND,NONE,4100 Block of CLEMENT ST,-122.50363781312001,37.7812059887529
850513,2003-05-14 19:00:00,ASSAULT,BATTERY,Wednesday,MISSION,NONE,2700 Block of HARRISON ST,-122.41204112543801,37.753410094223796
404855,2009-09-04 10:05:00,SEX OFFENSES FORCIBLE,SEXUAL BATTERY,Friday,NORTHERN,JUVENILE BOOKED,1100 Block of FRANCISCO ST,-122.42412350881,37.80336133563621
174893,2013-01-21 20:52:00,NON-CRIMINAL,FOUND PROPERTY,Monday,SOUTHERN,NONE,MARKET ST / 5TH ST,-122.408068345148,37.7839916768161
601073,2006-11-02 18:30:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Thursday,BAYVIEW,NONE,900 Block of TENNESSEE ST,-122.38929689255801,37.759151407091295
338439,2010-09-07 22:06:00,DRUG/NARCOTIC,POSSESSION OF MARIJUANA FOR SALES,Tuesday,BAYVIEW,NONE,REVERE AV / LANE ST,-122.39016481873101,37.7316630694594
207630,2012-08-10 00:01:00,FRAUD,"CREDIT CARD, THEFT BY USE OF",Friday,BAYVIEW,NONE,200 Block of MISSOURI ST,-122.396515540825,37.7632069715605
743267,2004-10-25 17:10:00,OTHER OFFENSES,PROBATION VIOLATION,Monday,TENDERLOIN,NONE,400 Block of EDDY ST,-122.415088721046,37.7836719564372
715677,2005-03-24 13:15:00,SECONDARY CODES,JUVENILE INVOLVED,Thursday,SOUTHERN,"ARREST, BOOKED",200 Block of 11TH ST,-122.415315348489,37.772824016268295
370587,2010-03-13 19:20:00,OTHER OFFENSES,CONSPIRACY,Saturday,TENDERLOIN,"ARREST, BOOKED",JONES ST / TURK ST,-122.41241426358101,37.7830037964534
476861,2008-08-24 00:35:00,PROSTITUTION,SOLICITS TO VISIT HOUSE OF PROSTITUTION,Sunday,CENTRAL,"ARREST, CITED",POST ST / LARKIN ST,-122.41827417166,37.7870372043685
479539,2008-08-10 01:30:00,NON-CRIMINAL,LOST PROPERTY,Sunday,CENTRAL,NONE,300 Block of GEARY ST,-122.40907715726101,37.7873064204439
872390,2003-01-26 13:30:00,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Sunday,SOUTHERN,"ARREST, CITED",JONES ST / MARKET ST,-122.41197948750099,37.780903969652904
76727,2014-05-04 12:06:00,NON-CRIMINAL,LOST PROPERTY,Sunday,SOUTHERN,NONE,700 Block of MARKET ST,-122.404756583284,37.7864540511999
338372,2010-09-08 04:00:00,ASSAULT,BATTERY,Wednesday,CENTRAL,NONE,100 Block of COLUMBUS AV,-122.404895799327,37.7965641992536
214294,2012-07-09 11:15:00,DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE FOR SALE,Monday,TENDERLOIN,"ARREST, BOOKED",100 Block of EDDY ST,-122.410157073911,37.784297384331204
523241,2007-12-27 13:00:00,NON-CRIMINAL,LOST PROPERTY,Thursday,PARK,NONE,0 Block of MARS ST,-122.444541896681,37.761240128127604
119929,2013-10-04 15:49:00,OTHER OFFENSES,TRAFFIC VIOLATION,Friday,TARAVAL,"ARREST, BOOKED",300 Block of ARBALLO DR,-122.48310616875798,37.7201245877973
316487,2010-12-31 16:20:00,ASSAULT,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,Friday,CENTRAL,"ARREST, BOOKED",2300 Block of STOCKTON ST,-122.410661460251,37.8074277511648
851513,2003-05-12 16:30:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Monday,MISSION,NONE,HAMPSHIRE ST / 23RD ST,-122.40744951151899,37.754508102511394
675713,2005-10-17 10:35:00,OTHER OFFENSES,TRAFFIC VIOLATION,Monday,BAYVIEW,"ARREST, CITED",JERROLD AV / BAY SHORE BL,-122.40356437100901,37.747761310356005
855080,2003-04-19 19:50:00,ASSAULT,INFLICT INJURY ON COHABITEE,Saturday,BAYVIEW,"ARREST, BOOKED",600 Block of LA SALLE AV,-122.373068450412,37.7275017078015
281562,2011-07-13 07:00:00,ROBBERY,"ROBBERY ON THE STREET, STRONGARM",Wednesday,TENDERLOIN,NONE,EDDY ST / HYDE ST,-122.415885065788,37.783516056415294
336855,2010-09-11 23:00:00,OTHER OFFENSES,"PERMIT VIOLATION, POLICE (GENERAL)",Saturday,SOUTHERN,"ARREST, CITED",HOWARD ST / 3RD ST,-122.400473580152,37.7850290611875
666231,2005-11-30 19:00:00,ASSAULT,BATTERY,Wednesday,MISSION,"ARREST, CITED",2600 Block of 24TH ST,-122.405838144649,37.7529785864877
64422,2014-07-09 09:48:00,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Wednesday,BAYVIEW,"ARREST, CITED",3RD ST / OAKDALE AV,-122.39069763068301,37.7347969947349
370103,2010-03-14 23:00:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,NORTHERN,NONE,GOUGH ST / ELLIS ST,-122.42429589127501,37.7833983074976
869423,2003-02-09 13:30:00,NON-CRIMINAL,LOST PROPERTY,Sunday,INGLESIDE,NONE,2900 Block of ALEMANY BL,-122.452619318946,37.7116873915892
610156,2006-09-19 10:30:00,LARCENY/THEFT,GRAND THEFT FROM A BUILDING,Tuesday,TARAVAL,NONE,2200 Block of 14TH AV,-122.470359608661,37.7460753397163
39748,2014-10-31 13:00:00,OTHER OFFENSES,"SCHOOL, PUBLIC, TRESPASS",Friday,TARAVAL,"ARREST, BOOKED",1100 Block of EUCALYPTUS DR,-122.483985929775,37.7309911833086
403482,2009-09-14 15:18:00,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Monday,BAYVIEW,"ARREST, CITED",PALOU AV / 3RD ST,-122.39097173455099,37.734015218072294
156716,2013-04-17 19:36:00,SUSPICIOUS OCC,"SUSPICIOUS AUTO, POSSIBLY SEX",Wednesday,BAYVIEW,"ARREST, BOOKED",200 Block of HUNTERSPOINT BL,-122.37675765553001,37.73569702754821
86058,2014-03-21 16:00:00,FORGERY/COUNTERFEITING,"MONEY, CHANGING FACE AMOUNT",Friday,SOUTHERN,NONE,900 Block of MARKET ST,-122.40970842372101,37.78282764988379
645371,2006-03-21 12:00:00,LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Tuesday,SOUTHERN,NONE,0 Block of THE EMBARCADERONORTH ST,-122.38837987391899,37.783310406701496
838853,2003-07-10 17:27:00,NON-CRIMINAL,AIDED CASE,Thursday,TENDERLOIN,NONE,0 Block of ELLIS ST,-122.406850401437,37.7855610975205
234923,2012-03-21 01:25:00,DRUNKENNESS,UNDER INFLUENCE OF ALCOHOL IN A PUBLIC PLACE,Wednesday,RICHMOND,"ARREST, BOOKED",3900 Block of GEARY BL,-122.46162016910101,37.7812597610597
25659,2015-01-09 16:34:00,DRUG/NARCOTIC,POSSESSION OF HEROIN FOR SALES,Friday,TENDERLOIN,"ARREST, BOOKED",500 Block of ELLIS ST,-122.415436031905,37.784585134714
44159,2014-10-13 21:00:00,NON-CRIMINAL,LOST PROPERTY,Monday,PARK,NONE,HAIGHT ST / COLE ST,-122.450709919144,37.7695262270693
47651,2014-09-21 19:04:00,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Sunday,INGLESIDE,NONE,400 Block of GENEVA AV,-122.447125045686,37.7210305914202
839256,2003-07-09 15:58:00,ASSAULT,BATTERY,Wednesday,CENTRAL,"ARREST, BOOKED",600 Block of HYDE ST,-122.416477397948,37.786795408034294
794780,2004-02-17 15:15:00,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Tuesday,TARAVAL,NONE,BROTHERHOOD WAY / JUNIPERO SERRA BL,-122.471246211096,37.7127482227508
307139,2011-02-22 10:47:00,ASSAULT,"BATTERY, FORMER SPOUSE OR DATING RELATIONSHIP",Tuesday,SOUTHERN,NONE,800 Block of BRYANT ST,-122.40340479147899,37.775420706711
832925,2003-08-08 15:49:00,OTHER OFFENSES,RESISTING ARREST,Friday,TENDERLOIN,"ARREST, BOOKED",500 Block of OFARRELL ST,-122.41379841586901,37.7856297942374
728358,2005-01-15 16:20:00,WARRANTS,WARRANT ARREST,Saturday,TARAVAL,"ARREST, BOOKED",HOLLOWAY AV / VICTORIA ST,-122.465389477948,37.7216721116073
357364,2010-05-23 19:51:00,OTHER OFFENSES,PROBATION VIOLATION,Sunday,SOUTHERN,"ARREST, BOOKED",GOLDEN GATE AV / TAYLOR ST,-122.41029351969,37.7822305870036
561951,2007-06-03 20:58:00,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Sunday,SOUTHERN,PSYCHOPATHIC CASE,1600 Block of MISSION ST,-122.41910574075199,37.7719857711361
179398,2012-12-27 17:00:00,OTHER OFFENSES,FALSE PERSONATION TO RECEIVE MONEY OR PROPERTY,Thursday,SOUTHERN,NONE,200 Block of KING ST,-122.393110640713,37.77731032196979
270003,2011-09-11 13:34:00,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Sunday,SOUTHERN,NONE,800 Block of BRYANT ST,-122.40340479147899,37.775420706711
242721,2012-02-08 16:40:00,OTHER OFFENSES,PAROLE VIOLATION,Wednesday,CENTRAL,"ARREST, BOOKED",1300 Block of STOCKTON ST,-122.408646942187,37.7981171266965
599765,2006-11-13 11:55:00,NON-CRIMINAL,LOST PROPERTY,Monday,RICHMOND,NONE,3600 Block of BALBOA ST,-122.497858407274,37.7756357552664
505758,2008-03-31 15:00:00,NON-CRIMINAL,LOST PROPERTY,Monday,TARAVAL,NONE,1500 Block of 46TH AV,-122.505660828242,37.7576114624913
187538,2012-11-14 23:30:00,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Wednesday,SOUTHERN,NONE,STILLMAN ST / 3RD ST,-122.396381836885,37.7817492235226
473851,2008-09-07 11:00:00,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Sunday,NORTHERN,NONE,2300 Block of BUCHANAN ST,-122.43107316900699,37.79156871030021
498219,2008-05-03 22:40:00,PROSTITUTION,SOLICITS FOR ACT OF PROSTITUTION,Saturday,MISSION,"ARREST, CITED",SHOTWELL ST / 17TH ST,-122.41623039254299,37.7636337702985
85308,2014-03-23 10:34:00,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Sunday,TENDERLOIN,PSYCHOPATHIC CASE,0 Block of MASON ST,-122.409268441444,37.7837998723601
506769,2008-03-21 18:00:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,PARK,NONE,1200 Block of FELL ST,-122.43847077249399,37.7740065457726
216009,2012-06-28 00:11:00,WEAPON LAWS,"FIREARM, CARRYING LOADED WITH INTENT TO COMMIT FELONY",Thursday,TENDERLOIN,"ARREST, BOOKED",500 Block of ELLIS ST,-122.415436031905,37.784585134714
94136,2014-02-09 00:20:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Sunday,INGLESIDE,"ARREST, BOOKED",800 Block of SUNNYDALE AV,-122.410043639435,37.7101799984059
211085,2012-07-24 22:32:00,BURGLARY,"BURGLARY, HOT PROWL, FORCIBLE ENTRY",Tuesday,SOUTHERN,NONE,0 Block of 12TH ST,-122.420001436964,37.7740948566882
810297,2003-11-26 18:05:00,PROSTITUTION,SOLICITS FOR ACT OF PROSTITUTION,Wednesday,MISSION,"ARREST, CITED",16TH ST / SHOTWELL ST,-122.416389710291,37.7652491154428
605249,2006-10-08 21:00:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,CENTRAL,NONE,700 Block of JONES ST,-122.413410238517,37.7882937823168
653934,2006-02-06 10:20:00,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Monday,NORTHERN,NONE,GEARY BL / WEBSTER ST,-122.431206932079,37.7845681170336
626956,2006-06-18 23:55:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Sunday,RICHMOND,"ARREST, BOOKED",200 Block of STANYAN ST,-122.45497757377301,37.776657748449296
155333,2013-04-20 22:49:00,WEAPON LAWS,POSS OF LOADED FIREARM,Saturday,RICHMOND,"ARREST, BOOKED",100 Block of COOK ST,-122.45193521513201,37.7811686304794
774221,2004-05-24 18:00:00,NON-CRIMINAL,"DEATH REPORT, CAUSE UNKNOWN",Monday,RICHMOND,NONE,700 Block of 48TH AV,-122.50895453983999,37.7742281136725
855648,2003-04-18 12:00:00,ASSAULT,BATTERY,Friday,SOUTHERN,NONE,6TH ST / NATOMA ST,-122.407693108536,37.7801630690967
775317,2004-05-15 00:01:00,ASSAULT,BATTERY,Saturday,MISSION,NONE,3700 Block of MARKET ST,-122.44199024304,37.7541100734902
489442,2008-06-24 14:30:00,WARRANTS,WARRANT ARREST,Tuesday,SOUTHERN,"ARREST, BOOKED",0 Block of MORRIS ST,-122.402690596658,37.777112007477996
68244,2014-06-23 12:00:00,OTHER OFFENSES,VIOLATION OF RESTRAINING ORDER,Monday,BAYVIEW,NONE,1300 Block of NEWHALL ST,-122.39187983717599,37.7359364818345
217805,2012-06-16 11:35:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,CENTRAL,NONE,SUTTER ST / TAYLOR ST,-122.411888791823,37.788808290379706
184505,2012-11-29 18:00:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Thursday,PARK,NONE,1800 Block of LYON ST,-122.44556554792901,37.7879011660178
345413,2010-07-30 17:00:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Friday,MISSION,NONE,700 Block of FLORIDA ST,-122.410965389217,37.7597503752149
459756,2008-11-15 11:30:00,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Saturday,CENTRAL,NONE,100 Block of JEFFERSON ST,-122.414988252591,37.8082613305439
559568,2007-06-16 22:00:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Saturday,MISSION,NONE,3000 Block of 22ND ST,-122.414935670297,37.7557215581432
184900,2012-11-28 16:45:00,BURGLARY,"BURGLARY, VEHICLE (ARREST MADE)",Wednesday,MISSION,"ARREST, BOOKED",1300 Block of VERMONT ST,-122.40341432601299,37.752524020261
575741,2007-03-23 01:00:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,NORTHERN,NONE,700 Block of EDDY ST,-122.42002595593901,37.7830500140737
674365,2005-10-20 15:00:00,DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE,Thursday,TENDERLOIN,"ARREST, BOOKED",400 Block of ELLIS ST,-122.413609328985,37.784696907904
89224,2014-03-07 00:01:00,LARCENY/THEFT,GRAND THEFT OF PROPERTY,Friday,CENTRAL,NONE,0 Block of CAMPTON PL,-122.40609629777201,37.7890234704903
602673,2006-10-22 18:27:00,OTHER OFFENSES,TRAFFIC VIOLATION ARREST,Sunday,BAYVIEW,"ARREST, CITED",CHINABASIN ST / MISSIONROCK ST,-122.387412683107,37.773372281853796
204226,2012-08-25 14:16:00,ASSAULT,BATTERY,Saturday,TENDERLOIN,"ARREST, CITED",400 Block of OFARRELL ST,-122.412569415086,37.7858955061569
797710,2004-02-03 11:00:00,OTHER OFFENSES,OBSTRUCTIONS ON STREETS/SIDEWALKS,Tuesday,CENTRAL,"ARREST, CITED",QUINCY ST / PINE ST,-122.405444587288,37.7915358967572
188237,2012-11-13 11:15:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Tuesday,BAYVIEW,NONE,0 Block of DEDMAN CT,-122.384907106098,37.7368469604958
394053,2009-10-29 10:30:00,STOLEN PROPERTY,RECEIVING STOLEN PROPERTY,Thursday,SOUTHERN,NONE,1500 Block of MARKET ST,-122.419842305148,37.7748226184309
495153,2008-05-26 12:00:00,FORGERY/COUNTERFEITING,"COUNTERFEITING, COINS OR NOTES",Monday,CENTRAL,NONE,1100 Block of BUSH ST,-122.416221156508,37.7892672343725
828243,2003-09-02 21:22:00,ARSON,ARSON OF A VEHICLE,Tuesday,INGLESIDE,NONE,200 Block of JOHN F SHELLEY DR,-122.423304635548,37.72266944630029
221084,2012-05-31 09:30:00,LARCENY/THEFT,PETTY THEFT BICYCLE,Thursday,TENDERLOIN,NONE,0 Block of GROVE ST,-122.415642487855,37.7788323158792
546781,2007-08-24 15:48:00,WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Friday,MISSION,"ARREST, BOOKED",3500 Block of CESAR CHAVEZ ST,-122.420832650303,37.7479994493226
28686,2014-12-26 03:50:00,ASSAULT,BATTERY,Friday,MISSION,"ARREST, BOOKED",2000 Block of MARKET ST,-122.426955631709,37.769247063207004
408073,2009-08-20 20:32:00,ASSAULT,INFLICT INJURY ON COHABITEE,Thursday,TARAVAL,"ARREST, BOOKED",100 Block of VERNON ST,-122.467937380221,37.715202740551895
694080,2005-07-13 15:30:00,DRUNKENNESS,UNDER INFLUENCE OF ALCOHOL IN A PUBLIC PLACE,Wednesday,RICHMOND,"ARREST, BOOKED",12TH AV / CLEMENT ST,-122.47084851853901,37.782651275745295
860372,2003-03-31 13:05:00,BURGLARY,"BURGLARY OF STORE, UNLAWFUL ENTRY",Monday,MISSION,NONE,2300 Block of 16TH ST,-122.409529913278,37.7657184395282
477838,2008-08-21 16:00:00,VEHICLE THEFT,STOLEN TRUCK,Thursday,TARAVAL,NONE,35TH AV / LINCOLN WY,-122.49440319937901,37.7646828456215
654838,2006-01-27 17:00:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,NORTHERN,NONE,SCOTT ST / MARINA BL,-122.442310947633,37.805767734267796
100782,2014-01-09 22:12:00,WARRANTS,ENROUTE TO DEPARTMENT OF CORRECTIONS,Thursday,MISSION,"ARREST, BOOKED",500 Block of SOUTH VAN NESS AV,-122.41747701285,37.764357751686
613047,2006-09-04 14:30:00,OTHER OFFENSES,MISCELLANEOUS STATE MISDEMEANOR,Monday,SOUTHERN,NONE,800 Block of BRYANT ST,-122.40340479147899,37.775420706711
663457,2005-12-15 13:10:00,LARCENY/THEFT,GRAND THEFT FROM PERSON,Thursday,TENDERLOIN,NONE,100 Block of TURK ST,-122.411593095704,37.78305295107821
556524,2007-07-09 13:45:00,OTHER OFFENSES,PROBATION VIOLATION,Monday,TENDERLOIN,"ARREST, BOOKED",100 Block of TURK ST,-122.411615075408,37.7831614109395
136101,2013-07-25 11:20:00,LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Thursday,CENTRAL,NONE,2500 Block of TAYLOR ST,-122.415270023651,37.805898011366104
590518,2006-12-30 17:35:00,OTHER OFFENSES,PROBATION VIOLATION,Saturday,TENDERLOIN,"ARREST, BOOKED",0 Block of TURK ST,-122.409853729941,37.7833862379382
195801,2012-10-06 06:45:00,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Saturday,INGLESIDE,PSYCHOPATHIC CASE,4300 Block of MISSION ST,-122.431600311794,37.728524805862996
333741,2010-09-26 21:30:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,NORTHERN,NONE,800 Block of EDDY ST,-122.421667086071,37.7828419848131
712267,2005-04-09 00:01:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Saturday,TARAVAL,NONE,3400 Block of ORTEGA ST,-122.50046510503999,37.75136447015429
80820,2014-04-17 12:33:00,NON-CRIMINAL,"STAY AWAY OR COURT ORDER, NON-DV RELATED",Thursday,SOUTHERN,"ARREST, BOOKED",JONES ST / MARKET ST,-122.411979487494,37.7809039696758
522575,2007-12-29 11:01:00,ASSAULT,BATTERY,Saturday,MISSION,NONE,2000 Block of MISSION ST,-122.41965834371,37.7642205603745
65483,2014-06-29 19:30:00,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Sunday,NORTHERN,NONE,1200 Block of VANNESS AV,-122.421441956086,37.78685164710871
504340,2008-04-04 13:00:00,TRESPASS,TRESPASSING,Friday,RICHMOND,NONE,500 Block of POINTLOBOS AV,-122.508905803999,37.779941658740704
516617,2008-02-04 16:38:00,NON-CRIMINAL,AIDED CASE,Monday,TENDERLOIN,NONE,200 Block of EDDY ST,-122.411778295992,37.7839805592634
423429,2009-05-27 17:04:00,FRAUD,FALSE ID TO PEACE OFFICER,Wednesday,NORTHERN,NONE,1000 Block of TURK ST,-122.425564924002,37.7812701611726
329792,2010-10-21 09:00:00,MISSING PERSON,MISSING JUVENILE,Thursday,NORTHERN,LOCATED,1100 Block of TURK ST,-122.428840433603,37.780972734343706
538082,2007-10-06 19:00:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Saturday,NORTHERN,NONE,3000 Block of OCTAVIA ST,-122.429313934668,37.8002505433395
776151,2004-05-13 01:00:00,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Thursday,TARAVAL,NONE,46TH AV / NORIEGA ST,-122.505405273997,37.7529616147703
212225,2012-07-14 22:45:00,ASSAULT,BATTERY,Saturday,SOUTHERN,NONE,200 Block of 10TH ST,-122.413532099084,37.77345468079321
309289,2011-02-09 15:51:00,LARCENY/THEFT,GRAND THEFT FROM PERSON,Wednesday,SOUTHERN,"ARREST, BOOKED",0 Block of 9TH ST,-122.414953043045,37.7765019124574
866990,2003-02-22 05:35:00,VEHICLE THEFT,RECOVERED VEHICLE - STOLEN OUTSIDE SF,Saturday,SOUTHERN,"ARREST, BOOKED",6TH ST / BRYANT ST,-122.402527594672,37.7760382838117
763698,2004-07-10 02:31:00,OTHER OFFENSES,MISCELLANEOUS INVESTIGATION,Saturday,CENTRAL,NONE,300 Block of COLUMBUS AV,-122.406842913454,37.7980587205991
189828,2012-11-02 16:30:00,OTHER OFFENSES,TRAFFIC VIOLATION ARREST,Friday,CENTRAL,"ARREST, CITED",PINE ST / SANSOME ST,-122.400935150189,37.7921086172124
755190,2004-08-21 01:00:00,LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Saturday,CENTRAL,NONE,1400 Block of THE EMBARCADERO NORTH ST,-122.40642938209801,37.807136806848796
232083,2012-04-04 14:05:00,WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Wednesday,INGLESIDE,"ARREST, BOOKED",BLYTHDALE AV / SANTOS ST,-122.41877047993601,37.7107332124
100389,2014-01-10 20:33:00,ASSAULT,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,Friday,TARAVAL,"ARREST, BOOKED",1300 Block of 43RD AV,-122.502708098898,37.7614820910625
122852,2013-09-21 05:00:00,BURGLARY,SAFE BURGLARY,Saturday,BAYVIEW,NONE,800 Block of CHINABASIN ST,-122.386775025935,37.765377517215
529025,2007-11-26 16:00:00,BURGLARY,"BURGLARY,STORE UNDER CONSTRUCTION, UNLAWFUL ENTRY",Monday,SOUTHERN,NONE,0 Block of 1ST ST,-122.39842363798799,37.7903612472591
312425,2011-01-24 21:07:00,DRUNKENNESS,UNDER INFLUENCE OF ALCOHOL IN A PUBLIC PLACE,Monday,MISSION,"ARREST, BOOKED",3500 Block of CESAR CHAVEZ ST,-122.420832650303,37.7479994493226
358246,2010-05-21 15:58:00,ASSAULT,BATTERY,Friday,INGLESIDE,EXCEPTIONAL CLEARANCE,ONONDAGA AV / OTSEGO AV,-122.441430773465,37.7227259272221
